fecha	hora_colocacion 	hora_retiro	sexo	ubicacion	codigo_palma	numero_trampas	posicion_GPS	estado	Fecha_apertura	dia_despues_antesis	SYLV1	ND2	ND3	ND4	ND5	MONO1	PTIL1	ND8	OTROS ND	ST1	ST2	ST3	ST4	ST5	ST6	ST7	ST8	ST9	ST10	ST11	ST12	ST13	ST14	ST15	ST16	OTROS ST	CU1_4	CU2-CU5	CU3_9	CU6	CU7	CU10	OTROS CU	SCO1	SCO2	SCO3	SCO4	SCO5	CHRY1	CHRY2	CHRY3	CHRY4	CHRY5	CHRY6	OTROS CHRY	CARA1	DYN1	DYN2	DYN3	HIST1	HIST2	DERM1	DERM2	DERM3	OTROS COLEOPTEROS	HYM1	HYM2	HYM3	HYM4	HYM5	HYM6	HYM7	HYM8	HYMA	HYMB	HYMC	HYMD	HYME	HYMF	HYMG	HYMH	OTROS HYM 	D1	D2	D3	D4	D5
2021.08.24	14:55	19:02	Femenino	Bosque	B-041b_F	a					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.24	08:00	14:25	Femenino	Bosque	B-046_F	a					0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.24	14:25	18:38	Femenino	Bosque	B-046_F	a					4	0	1	4	264	2	3	0	1	0	0	0	5	75	3	0	0	0	0	0	0	0	1	0	0	1	4	22	13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.25	18:00	08:30	Femenino	Bosque	B-046_F	a					0	0	0	1	32	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	3	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
2021.08.26	18:00	08:27	Femenino	Bosque	B-046_F	a					0	0	0	2	21	0	1	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	2	14	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2021.08.26	18:00	08:15	Masculino	Bosque	B-048_M	a					0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.27	18:00	08:40	Femenino	Bosque	B-046_F	a					0	1	2	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.27	18:00	08:30	Masculino	Bosque	B-048_M	a					0	2	0	1	5	0	1	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.26	12:00	18:30	Masculino	Bosque	B-048_M	a				2	0	3	4	8	84	1	10	0	0	0	0	1	6	45	0	0	0	0	0	0	0	0	0	0	0	0	4	8	13	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	1	2	0	0	0
2021.08.26	12:00	18:50	Femenino	Bosque	B-046_F	a				3	0	3	1	3	23	1	11	0	2	0	0	1	8	6	1	0	4	0	0	0	0	0	1	0	0	0	2	7	4	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.25	12:00	21:00	Masculino	Bosque	B-048_M	a				1	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2021.08.25	12:00	20:50	Femenino	Bosque	B-046_F	a				2	0	2	0	0	48	0	4	0	0	0	1	1	2	26	0	0	0	0	0	0	3	0	6	0	0	1	1	11	8	0	2	0	0	0	1	0	0	0	1	0	3	5	0	0	0	0	0	0	0	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
2021.08.27	12:30	19:00	Femenino	Bosque	B-046_F	a				4	0	0	0	0	73	0	8	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.29	18:32	12:30	Femenino	Bosque	B-048_M	a					4	1	9	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	51	3	1	0	16	0	0	4	0	0	2	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.30	18:30	07:55	Femenino	Bosque	B-048_M	a					0	6	5	0	29	0	10	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	9	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.30	08:00	14:40	Femenino	Bosque	B-048_M	a					2	1	5	15	9	0	6	0	0	0	0	0	0	65	4	16	0	0	0	0	0	0	2	1	0	0	4	9	10	0	1	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	47	0	0	0	0	0	0	7	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
2021.08.31			Masculino	Pastizal	Pa-011	a					8	3	42	101	816	0	0	0	0	1	0	0	0	123	1	3	0	0	0	0	0	0	0	0	0	0	24	212	33	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2021.08.30	14:00	18:20	Femenino	Bosque	B-038_F	a					2	1	2	4	3	0	2	0	0	0	0	0	0	61	36	2	0	0	0	0	5	0	2	0	0	0	9	122	81	1	0	0	1	1	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.31	18:30	08:10	Femenino	Bosque	B-038_F	a					0	15	9	7	22	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.31	14:15	19:00	Femenino	Bosque	B-038_F	a					0	1	8	9	12	0	8	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.31	08:00	14:15	Femenino	Bosque	B-038_F	a					1	3	0	0	2	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	0	3	0	5	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.08.29	13:00	18:15	Femenino	Bosque	B-038_F	a					0	0	2	1	78	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.01	08:10	12:40	Femenino	Bosque	B-038_F	a					0	1	1	4	0	0	5	0	0	0	0	0	0	4	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2021.09.01	19:00	08:10	Femenino	Bosque	B-038_F	a					2	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.03	18:00	08:30	Masculino	Bosque	B-049_M	a					0	1	0	0	32	0	5	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.02		14:10	Masculino	Pastizal	Pa-018_M	a					0	3	20	10	581	1	0	0	0	0	0	0	0	24	15	15	0	1	0	0	0	0	1	0	0	0	1	33	31	1	3	0	11	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	31	0	0	0	0	0	1	2	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2021.09.03	08:30	14:19	Masculino	Bosque	B-049_M	a					0	0	0	0	18	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.03	14:19	18:01	Masculino	Bosque	B-049_M	a					0	0	2	2	31	0	2	0	0	0	1	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2021.09.04	18:01	08:05	Masculino	Bosque	B-049_M	a					0	1	0	0	44	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
2021.09.04		18:00	Masculino	Bosque	B-049_M	a					1	2	2	6	32	0	0	0	0	0	0	0	0	21	16	0	0	0	0	0	0	0	2	0	0	0	6	17	12	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.08	17:30	08:15	Femenino	Bosque	B-035_F	b					9	19	4	7	6	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	2	30	8	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.08	08:15	14:10	Femenino	Bosque	B-035_F	b					0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.09	08:03	14:34	Femenino	Bosque	B-035_F	b					1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.09	17:30	08:03	Femenino	Bosque	B-035_F	b					1	7	1	1	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.08	14:10	17:30	Femenino	Bosque	B-035_F	b					0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.09	14:34	18:15	Femenino	Bosque	B-035_F	b					4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.10	07:45	18:09	Femenino	Bosque	B-035_F	b					0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.10	18:15	07:45	Femenino	Bosque	B-035_F	b					0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.19		10:28	Masculino	Bosque	B_052_M	a					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.19	10:28	14:27	Masculino	Bosque	B_052_M	a					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.19	14:30	18:30	Masculino	Bosque	B_052_M	a					0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.20	18:30	09:30	Masculino	Bosque	B_052_M	a					0	0	1	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.20	09:30	14:15	Masculino	Bosque	B_052_M	a					0	0	1	0	9	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.20	14:15	19:15	Masculino	Bosque	B_052_M	a					0	0	0	0	21	0	5	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.22		09:00	Masculino	Bosque	B-010_M	c					3	0	1	13	142	0	1	0	0	0	1	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	10	4	6	0	0	0	0	1	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.09.22	15:55	18:00	Masculino	Bosque	B-010_M	c					0	0	7	2	79	0	3	0	0	0	1	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	4	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2021.09.22		08:15	Masculino	Bosque	B-010_M	c					5	1	8	21	44	0	1	0	0	0	0	0	0	53	20	3	0	0	0	0	0	0	1	0	0	0	6	10	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2021.09.22	08:15	15:55	Masculino	Bosque	B-010_M	c					0	0	1	0	86	0	13	0	0	0	0	0	0	2	10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	16	3	0	0	0	3	4	7	0	0	0	0	0	0	0	0	0	31	0	0	0	0
2021.09.24		14:21	Masculino	Bosque	B-055_M	a					0	0	3	2	176	0	6	0	0	0	0	0	0	38	78	31	1	2	0	0	0	0	3	0	0	0	4	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	3	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2021.09.24	14:21	18:21	Masculino	Bosque	B-055_M	a					3	2	5	23	199	0	27	0	0	1	0	0	0	90	30	14	0	1	0	0	0	0	2	0	0	0	3	13	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2021.09.23	09:00	14:45	Masculino	Bosque	B-010_M	c					0	0	1	5	6	0	9	0	0	0	0	0	0	18	10	9	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2021.09.24		08:00	Masculino	Bosque	B-055_M	a					4	2	2	19	181	0	0	0	0	0	0	0	0	18	1	1	0	0	0	0	0	1	0	0	0	0	7	25	21	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2021.09.23	14:45	18:00	Masculino	Bosque	B-010_M	c					1	2	4	23	30	0	18	0	0	0	0	0	0	46	11	10	0	0	0	0	0	0	0	0	0	0	9	23	51	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2021.09.25		18:40	Masculino	Bosque	B-055_M	a					4	8	5	38	131	0	14	0	0	0	1	0	4	139	13	0	0	0	0	0	0	0	2	0	0	0	49	13	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
2021.10.07		09:35	Masculino	Bosque	B-009_M	a					0	0	2	0	15	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2021.10.05		18:50	Masculino	Bosque	B-009_M	a					1	0	2	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.10.06		13:30	Masculino	Bosque	B-003_M	a					41	12	57	238	619	0	8	0	0	0	11	0	0	125	68	43	0	0	0	0	8	0	0	0	0	0	53	247	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	16	0	0	29	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
2021.10.08		11:35	Masculino	Bosque	B-009_M	a					7	2	25	7	225	0	28	0	0	0	2	0	0	30	12	6	0	0	0	0	2	0	3	0	0	0	2	33	23	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2021.10.08		11:54	Masculino	Bosque	B-003_M	a					0	0	2	4	13	0	35	0	0	0	1	0	0	32	4	17	0	0	0	0	0	0	3	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2021.10.07		17:40	Femenino	Pastizal	Pa-035_F	a					0	0	0	21	153	0	0	0	0	0	1	0	0	7	19	3	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.10.06		18:50	Masculino	Bosque	B-003_M	a					8	0	2	8	70	0	3	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	1	0	0	0	1	7	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.10.07		09:35	Masculino	Bosque	B-003_M	a					0	0	3	1	12	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.10.09		10:20	Masculino	Bosque	B-009_M	a					0	3	3	13	5	1	29	0	0	0	1	0	0	7	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021.10.08		19:00	Femenino	Pastizal	Pa-035_F	a					16	0	2	194	62	0	0	0	0	0	1	0	0	4	2	4	0	1	0	0	0	0	4	0	0	0	5	35	24	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
